rpt_title,menu_id,standard,select_scr,query,form_name,summaryflg,workareas,globl_vars,messagelin,comment,entered_by,lupdate
"Sample Fancy LIS Envelope w/ Window","Print Invoice",T,"","SELECT * ;||  FROM contact ;||  WHERE contact_no = m.customerno ;||  INTO CURSOR curcntct","PAENVELOPE2.FRX",F,5,"","Prints an envelope for the current invoice.  Change to a landscape printer setup!","This reports generates an individual invoice for the currently displayed customer order from the CUSTORDR screen.","***",12/11/2002
"Sample Fancy LIS Invoice","Print Invoice",T,"","	SELECT PADR(UPPER(ordritem.title), 72) AS sort2, ;||		orders.*, ;||		ordritem.*, ;||		orders.order_date AS reportdate ;||	 FROM orders ;||	   LEFT JOIN ordritem ON ordritem.order_key = orders.order_key ;||	 WHERE orders.order_key = m.order_key ;||	 ORDE","LISINVOICE.FRX",F,5,"balance, balance30, balance60, balance90, balance120","Generates an invoice for the currently displayed customer invoice.","This reports generates an individual invoice for the currently displayed customer order from the CUSTORDR screen.","***",10/2/2002
"Shipping Label","Print Invoice",T,"","	SELECT ;||		PADR(IIF(EMPTY(cust_po_no), "", "P.O.# ") + cust_po_no, 23) ;||			AS special, ;||		shipToAddr AS address, ;||		contact.* ;||	 FROM orders, contact ;||	 WHERE orders.order_type = "C" ;||	   AND orders.order_key = m.order_key ;||	   AND contact","LBL3X4X2.LBX",F,5,"order_bal","Generates shipping labels for the invoices in the print batch.","","***",6/24/1999
"Shipping Labels","Print Batch",T,"","	SELECT ;||		PADR(IIF(EMPTY(cust_po_no), "", "P.O.# ") + cust_po_no, 23) ;||			AS special, ;||		shipToAddr AS address, ;||		contact.* ;||	 FROM orders, contact ;||	 WHERE orders.order_type = "C" ; ||	   AND orders.order_key != 0 ;||	   AND orders.batch_no","LBL3X4X2.LBX",F,5,"order_bal","Generates shipping labels for the invoices in the print batch.","","***",12/4/2000
"Shipping Labels","Print Batch",F,"","	SELECT ;||		PADR(IIF(EMPTY(cust_po_no), "", "P.O.# ") + cust_po_no, 23) ;||			AS special, ;||		shipToAddr AS address, ;||		contact.* ;||	 FROM orders, contact ;||	 WHERE orders.order_type = "C" ; ||	   AND orders.order_key != 0 ;||	   AND orders.batch_no","CAMINO3X4X1.LBX",F,5,"order_bal","Generates shipping labels for the invoices in the print batch.","","***",4/3/2008
"Shipping Labels for Cartons","Print Batch",F,"","SELECT "" AS special, ;||		orders.order_key, ;||		orders.order_date, ;||		orders.shptocntct, ;||		orders.shipToAddr AS address, ;||		SUM(ordritem.quantity) AS quantity, ;||		CEILING(SUM(ordritem.quantity/title.carton_cnt)) AS CartnCount, ;||		repeatable.r","UNICEFSHIPPING.LBX",F,5,"","Prints shipping labels based on the carton count for the current batch of customer orders.","This query depends on the presense of the "Repeatable" table to facilitate the replication of records for each carton.","***",7/31/2006
"Shipping Labels for USPS Only","Print Batch",T,"","	SELECT ;||		PADR(IIF(EMPTY(cust_po_no), "", "P.O.# ") + cust_po_no, 23) ;||			AS special, ;||		orders.courier, ;||		shipToAddr AS address, ;||		contact.* ;||	 FROM orders, contact ;||	 WHERE orders.order_type = "C" ; ||	   AND orders.order_key != 0 ;||	","L3X4X1.LBX",F,5,"order_bal","Generates shipping labels for batched invoices shipped via a U.S. Postal Service.","","***",2/10/2003
"Sold Inventory History","Inventory Reports",T,"TITLESEL.SPR","SELECT title.title_id, ;||	title.title, ;||	title.isbn, ;||	title.supplierno, ;||  	inv_tran.transactno, ;||  	inv_tran.trans_date, ;||  	inv_tran.item_no, ;||  	inv_tran.condition, ;||  	inv_tran.inv_state, ;||  	IIF(EMPTY(inv_tran.condition), inv_tran.","INVHISTORY.FRX",F,4,"","Reports the inventory history of selected titles that are in a "Released" inventory state.","","***",4/28/2005
"Sold Inventory Status","Inventory Reports",T,"TITLESEL.SPR","SELECT title.title_id, ;||	title.title, ;||	title.isbn, ;||	title.supplierno, ;||	title.ret_price, ;||	title.OutOfPrint, ;||	0000000.00 + get_titlcost(title.title_id, title.consignmnt, title.ret_price) AS Cost, ;||  	inv_tran.transactno, ;||  	inv_tran.t","INVSTATUS.FRX",F,4,"","Reports the count of selected titles that are in a "Released" inventory state.","","***",4/28/2005
"Standing Orders Report","Print Standing Order",T,"","","STANDORD.FRX",F,4,"","","This report is necessary in order to process standing orders.  The Process Standing Orders routine uses the query for this report to select the orders to be processed.  DO NOT DELETE this report!","***",9/10/1997
"Statement of Unpaid Invoices","Report Receivables",T,"ORDERSEL.SPR","SELECT orders.*, ;||	SUM(IIF(ISNULL(ordercpt.order_paid), 000000.00, order_paid)) AS orderpaid, ;||	contact.company, ;||	contact.last_name, ;||	contact.first_name ;|| FROM orders LEFT JOIN ordercpt ON ordercpt.order_key = orders.order_key ;||   LEFT JOIN","UNPAIDIN.FRX",F,4,"balance, balance30, balance60, balance90, balance120","Generates billing statements listing unpaid invoices and their balances.","","***",9/10/1997
"Subscription Renewal Labels","Marketing Reports",T,"SUBSCSEL.SPR","SELECT DISTINCT ;||	" " AS special, ;||	PADR(get_addr(shptocntct), 210) AS address, ;||	orders.shptocntct, ;||	contact.company, ;||	contact.last_name, ;||	contact.zip_code ;||  FROM orders ;||    JOIN ordritem ON orders.order_key = ordritem.order_key ;||","LASERX3.LBX",F,5,"","Generates mailing labels for active subscribers.","This report has no query of its own.  It depends on the data being selected from the Process Subscriptions Screen from which it is called.","***",9/16/1999
"Subscription Renewal Labels no eMail","Marketing Reports",T,"SUBSCSEL.SPR","SELECT DISTINCT ;||	" " AS special, ;||	PADR(get_addr(shptocntct), 210) AS address, ;||	orders.shptocntct, ;||	contact.company, ;||	contact.last_name, ;||	contact.zip_code ;||  FROM orders ;||    JOIN ordritem ON orders.order_key = ordritem.order_key ;||","LASERX3.LBX",F,5,"","Generates mailing labels for active subscribers.","This report has no query of its own.  It depends on the data being selected from the Process Subscriptions Screen from which it is called.","***",8/8/2002
"Subscription Renewal Report","Marketing Reports",T,"SUBSCSEL.SPR","  SELECT ;||    UPPER(contact.company) AS sort1, ;||    UPPER(contact.last_name) AS sort2, ;||    UPPER(contact.first_name) AS sort3, ;||	orders.order_key, ;||	orders.order_no, ;||	orders.invoice_no, ;||	orders.order_date, ;||	orders.comment AS comment,","SUBSCRIP.FRX",F,4,"","Reports a list of active subscribers and some summary statistics.","","***",9/16/1999
"Supplier Account History","PO Status",T,"DATE_SEL.SPR","SELECT DISTINCT ldgrtran.transactno, ;||				ldgrtran.trans_date, ;||				ldgrtran.transevent, ;||				ldgrtran.trans_type, ;||				ldgrtran.account_no, ;||				ldgrtran.acct_type, ;||				ldgrtran.comment, ;||				ldgrtran.amount, ;||				ldgrtran.order_key, ;|","ACCOUNTS.FRX",F,5,"","Reports the account history for the supplier.","","***",1/1/1999
"Supplier Consignment Inventory","Report Payables",T,"TITLESEL.SPR","SELECT title.*, ;||	contact.last_name, ;||	contact.first_name, ;||	contact.company ;||  FROM title, contact ;||  WHERE consignmnt ;||	AND supplierno != 0 ;||	AND contact_no = supplierno ;||    <<SELECT_STR>> ;||  INTO CURSOR consignment ;||  ORDER BY com","CONSIGN2.FRX",F,4,"inv_array","Generates a statement for all or selected suppliers of consignment titles.","Works by selecting consignment titles.  Inventory statistics are returned in the array INV_ARRAY(2,6) by a call to function INVENTORY.","***",9/10/1997
"Supplier Sales by Cust. Code","Marketing Reports",T,"TITLESEL.SPR","SELECT ;||	company, ;||	last_name, ;||	first_name, ;||	title.title_id, ;||	title.title, ;||	title.supplierno, ;||	mrktcode.code, ;||	code.descript, ;||	SUM(IIF(order_type = "R", -quantity, quantity)) AS quantity, ;||	SUM(IIF(order_type = "R", -quantity,","SUPCCODE.FRX",T,5,"","Reports sales for selected titles sorted by customer codes.","Modified 6/26/200 to eliminate backordered and cancelled items.","***",6/26/2000
"Supplier Sales by Mrkt. Code","Marketing Reports",T,"TITLESEL.SPR","SELECT ;||	company, ;||	last_name, ;||	first_name, ;||	mrktcode.code, ;||	code.descript, ;||	title.title_id, ;||	title.title, ;||	title.supplierno, ;||	SUM(IIF(order_type = "R", -quantity, quantity)) AS quantity, ;||	SUM(IIF(order_type = "R", -quantity,","SUPCCODE.FRX",T,5,"","Reports sales for selected titles sorted by marketing codes.","Modified 6/26/200 to eliminate backordered and cancelled items.","***",6/26/2000
"Title Inventory History","Title Status",T,"DATE_SEL.SPR","SELECT title.title_id, ;||	title.title, ;||	title.isbn, ;||	title.supplierno, ;||  	inv_tran.transactno, ;||  	inv_tran.trans_date, ;||  	inv_tran.item_no, ;||  	inv_tran.condition, ;||  	inv_tran.inv_state, ;||  	inv_tran.quantity, ;||  	0000000 + IIF(E","INVHISTORY.FRX",F,4,"","Reports the inventory history of selected titles that are in an "available" inventory state.","","***",11/17/2004
"Title Inventory Status","Title Status",T,"DATE_SEL.SPR","SELECT title.title_id, ;||	title.title, ;||	title.isbn, ;||	title.supplierno, ;||	title.ret_price, ;||	title.OutOfPrint, ;||	get_titlcost(title.title_id, title.consignmnt, title.ret_price) AS Cost, ;||  	inv_tran.transactno, ;||  	inv_tran.trans_date, ;|","INVSTATUS.FRX",F,4,"","Reports the count of selected titles that are in an "available" inventory state.","","***",11/17/2004
"Title Listing by Call Number","Inventory Reports",T,"TITLESEL.SPR","SELECT title.*, ;||	PADR(MLINE(title, 1),50) AS sort_title ;|| FROM title ;|| WHERE !EMPTY(title_id) ;||  AND lupdate >= m.start_date ;||  AND lupdate <= m.end_date ;||  <<select_str>> ;|| ORDER BY class_id ;|| INTO CURSOR titlelst||","TITLECALLNO.FRX",F,3,"","Prints a brief listing of titles ordered by Title ID.","Lists selected titles.","***",12/31/2007
"Title Listing by ISBN","Inventory Reports",T,"TITLESEL.SPR","SELECT title.*, ;||	SUM(iif(isnull(inv_tran.quantity), 0000000.00, inv_tran.quantity)) AS on_hand ;|| FROM title LEFT JOIN inv_tran ;||   ON UPPER(inv_tran.title_id) == UPPER(title.title_id) ;||   AND EMPTY(inv_tran.condition) ;||   AND inv_tran.inv_stat","TITLE_ISBN.FRX",F,3,"","Prints a brief listing of titles ordered by Title ID.","Lists selected titles.","***",11/21/2002
"Title Listing by Title","Inventory Reports",T,"TITLESEL.SPR","SELECT title.*, ;||	PADR(MLINE(title, 1),50) AS sort_title ;|| FROM title ;|| WHERE UPPER(title_id) != SPACE(10) ;||  AND lupdate >= m.start_date ;||  AND lupdate <= m.end_date ;||  <<select_str>> ;|| ORDER BY sort_title, title_id ;|| INTO CURSOR titlels","TITLEID.FRX",F,3,"","Prints a brief listing of titles ordered by Title.","Lists selected titles.","***",9/10/1997
"Title Listing by Title ID","Inventory Reports",T,"TITLESEL.SPR","SELECT title.*, ;||	PADR(MLINE(title, 1),50) AS sort_title ;|| FROM title ;|| WHERE !EMPTY(title_id) ;||  AND lupdate >= m.start_date ;||  AND lupdate <= m.end_date ;||  <<select_str>> ;|| ORDER BY title_id ;|| INTO CURSOR titlelst||","TITLEID.FRX",F,3,"","Prints a brief listing of titles ordered by Title ID.","Lists selected titles.","***",9/10/1997
"Title Sales Summary by Customer 2","Sales Reports",T,"ORDERSEL.SPR","SELECT UPPER(contact.company) AS sort1, ;||	UPPER(contact.last_name) AS sort2, ;||	UPPER(contact.first_name) AS sort3, ;||	ordritem.title_id AS title_id, ;||	orders.order_key, ;||	orders.order_type, ;||	orders.customerno, ;||	orders.discount, ;||	orders.","TITLESALESUM.FRX",F,5,"","Reports the sales for selected customers by title.  Note:  Surcharges are NOT included.","11/25/02 -- This was adapted from the "Titles Sales for Customer" report to make the printout suitable to send to a customer.  Note:  Surcharges (i.e. shipping, taxes, and adjustments) are not included in these sales figures.","***",7/1/2010
"Title Sales by Customer","Sales Reports",T,"ORDERSEL.SPR","SELECT ;||        UPPER(ALLTRIM(contact.company)) + ;||        	UPPER(ALLTRIM(contact.last_name)) + ;||        	UPPER(ALLTRIM(contact.first_name)) AS Sort3, ;||		sales.*, ;||		contact.* ;||  FROM <<Report Title: Title Sales by Discount|<<select_str>>>> ;","TITLESALEBYCUSTOMER.FRX",T,5,"","Reports the title sales for selected invoices by customer.  Note:  Surcharges are NOT included.","11/25/02 -- This was adapted from the "Titles Sales for Customer" report to make the printout suitable to send to a customer.  Note:  Surcharges (i.e. shipping, taxes, and adjustments) are not included in these sales figures.","***",7/1/2010
"Title Sales by Discount","Sales Reports",T,"ORDERSEL.SPR","SELECT ;||        UPPER(LEFT(ordritem.title, 50)) AS Sort1, ;||        ordritem.title_id AS Sort2, ;||        1-(orders.discount+ordritem.discount)/100 AS rate, ;||        IIF(EMPTY(title.isbn), title.isbn13, title.isbn) AS ISBN, ;||        ordritem.quan","TITLESALESBYDISCOUNT.FRX",T,5,"","Reports the total sales for selected titles organized by discount.  This report is the basis for most other sales reports.","","***",1/28/2010
"Title Sales for Cust/Mrkt Codes","Sales Reports",T,"CODESEL.SPR","SELECT ;||        UPPER(ALLTRIM(contact.company)) + ;||        	UPPER(ALLTRIM(contact.last_name)) + ;||        	UPPER(ALLTRIM(contact.first_name)) AS Sort3, ;||		mrktcode.code AS code, ;||		PADR(code.descript, 50) AS descript, ;||		sales.*, ;||		contact.","TITLESALESBYCODE.FRX",F,5,"","Reports title sales for selected customer and/or marketing codes.","WARNING:  This query will replicate sales for each customer or marketing code assigned.","***",7/1/2010
"Titles Listing (Complete)","Inventory Reports",T,"TITLESEL.SPR","SELECT title.*, ;||	PADR(MLINE(title, 1),50) AS sort_title ;|| FROM title ;|| WHERE UPPER(title_id) != SPACE(10) ;||  AND lupdate >= m.start_date ;||  AND lupdate <= m.end_date ;||  <<select_str>> ;|| ORDER BY sort_title, title_id ;|| INTO CURSOR titlels","TITLES.FRX",F,3,"","Prints a complete profile for the selected titles.","Lists selected titles.","***",9/10/1997
"Titles Ordered","Customer History Rep",T,"DATE_SEL.SPR","SELECT orders.order_type, ;||	orders.order_no, ;||	orders.invoice_no, ;||	ordritem.item_no, ;||	ordritem.title_id, ;||  	ordritem.title, ;||  	IIF(order_type = "C", quantity, -quantity) AS quantity, ; ||  	ordritem.item_state ;|| FROM orders, ordritem ;|","CUSTITLE.FRX",F,3,"","Lists the titles ordered by the currently displayed customer.","Modified 6/26/200 to eliminate backordered and cancelled items.","***",6/26/2000
"Titles Sent to Reviewers","Marketing Reports",T,"TITLESEL.SPR","SELECT ;||	title.title, ;||  	title.title_id, ;||  	title.isbn, ;||  	title.ret_price,;||	orders.order_date, ;||	orders.shptocntct AS address,;||  	orders.comment, ;||  	orders.order_no, ;||  	orders.invoice_no, ;||	first_name, ;||	last_name, ;||	company","REVIEWRS.FRX",F,3,"","Lists reviewers by selected titles.","","***",9/10/1997
"Unapplied Brief List (DIT)","",T,"","","ACCTLIST.FRX",F,4,"","Generates a brief listing of all unapplied funds.","Lists the selected accounts with an account type of "A".  The report shows the detailed revenue transactions and the balance for each account.","***",10/14/1999
"Unapplied Brief List by Name","Report Receivables",T,"RECVABLS.SPR","SELECT ldgrtran.account_no, ;||				0000000.00 + unapplied2(account_no, 0, m.end_date) AS balance, ;||				MAX(ldgrtran.trans_date) AS as_of_date, ;||				contact.company, ;||				contact.LAST_NAME, ;||				contact.FIRST_NAME, ;||				contact.city, ;||				cont","ACCTLIST.FRX",F,4,"","Generates a brief listing of all unapplied funds.","Lists the selected accounts with an account type of "A".  The report shows the detailed revenue transactions and the balance for each account.","***",10/14/1999
"Unapplied Funds Detail","Report Receivables",T,"RECPTSEL.SPR","SELECT receipt.customerno AS account_no, ;||	receipt.recpt_date AS trans_date, ;||	ordercpt.unapplied AS amount, ;||	PADR(get_cust_po(ordercpt.order_key), 12) AS cust_po_no, ;||	PADR(getinvoice(ordercpt.order_key), 13) AS invoicestr, ;||	PADR(receipt.rec","UNAPPLDT.FRX",F,4,"","Generates a detaile report of all unapplied funds.","Lists the selected accounts with an account type of "A".  The report shows the detailed revenue transactions and the balance for each account.","***",1/7/2010
"Unpaid Invoices","Print Batch",T,"","	SELECT orders.*, ;||			ordritem.*, ;||			orders.order_date AS reportdate ;||	 FROM orders ;||	   LEFT JOIN ordritem ON ordritem.order_key = orders.order_key ;||	 WHERE orders.order_key != 0 ;||	   AND orders.order_type = "C";||	   AND orders.batch_no =","INVOICE.FRX",F,5,"balance, balance30, balance60, balance90, balance120","Prints only unpaid invoices that are in the current batch.","Modified 6/26/200 to eliminate backordered and cancelled items.","***",11/14/2006
"Unpaid Items","Report Receivables",T,"ORDERSEL.SPR","SELECT ordritem.item_no, ;||	ordritem.title_id, ;||	ordritem.title, ;||	title.isbn, ;||	orders.order_key, ;||	orders.order_no, ;||	orders.invoice_no, ;||	orders.order_date, ;||	orders.ship_date, ;||	orders.customerno, ;||	orders.terms, ;||	get_name(order","ITEMRCPTS.FRX",F,4,"","Presents a list of unpaid items for select orders.","","***",10/27/2005
"Unpaid Items by Title","Sales Reports",T,"ORDERSEL.SPR","SELECT * ;||  FROM <<Report Title: Title Sales by Discount|<<Select_str>>>> ;||  WHERE paid_qty != order_qty ;||  INTO CURSOR UnpaidItems||","ITEMSALE.FRX",F,5,"","Reports items where the quantity paid for is less than the ordered quantity.","","***",1/6/2010
"Unshipped Items","Inventory Reports",T,"","SELECT orders.order_type, ;||	orders.order_key, ;||	orders.order_no, ;||	orders.invoice_no, ;||	orders.order_date, ;||	orders.status, ;||	orders.subtotal, ;||	orders.discount as odiscount, ;||	orders.total, ;||	ordritem.item_no, ;||	ordritem.title_id, ;|","UNSHIPPED.FRX",T,0,"","Reports on items that have no item state even though the order has been shipped or closed.","","***",3/12/2008
"Warehouse Inventory","Inventory Reports",T,"TITLESEL.SPR","SELECT title.title_id, ;||		title.title, ;||		title.consignmnt, ;||		inv_tran.location, ;||		title.ret_price, ;||		get_titlcost(title.title_id, title.consignmnt, title.ret_price) AS cost, ;||  		SUM(inv_tran.quantity) AS qty_left, ;||  		contact.company,","CONSSTAT.FRX",F,4,"","Reports the location, count and value (cost) of available books in warehouse locations.","Was "Missing Inventory".","***",6/2/2005
"Title Sales by Discount 2","Sales Reports",T,"TITLESEL.SPR","SELECT ;||        UPPER(LEFT(ordritem.title, 50)) AS Sort1, ;||        ordritem.title_id AS Sort2, ;||        1-(orders.discount+ordritem.discount)/100 AS rate, ;||        IIF(EMPTY(title.isbn), title.isbn13, title.isbn) AS ISBN, ;||        ordritem.quan","TITLESALESBYDISCOUNT.FRX",T,5,"","Reports the total sales for selected titles organized by discount.  This report is the basis for most other sales reports.","","RWL",7/6/2012
"Invoices by Selection","Sales Reports",T,"ORDERSEL.SPR","SELECT PADR(UPPER(ordritem.title), 70) AS title2, ;||	orders.*, ;||	ordritem.*, ;||	title.isbn, ;||	title.isbn13, ;||	orders.ship_date AS reportdate ;|| FROM orders ;||   LEFT JOIN ordritem ON ordritem.order_key = orders.order_key ;||   LEFT JOIN title O","INVOICE.FRX",F,5,"balance, balance30, balance60, balance90, balance120","Prints invoices for the current batch of customer invoices.","The report form INVOICE.FRX generates the invoices either for an individual order or for the selected batch of shipments.","RWL",7/16/2012
"Non-inventory Item Sales","Sales Reports",T,"ORDERSEL.SPR","SELECT * ;||  FROM <<Report Title: Title Sales by Discount|<<Select_str>>>> ;||  WHERE !inventory ;||  INTO CURSOR NonInvItems||","ITEMSALE.FRX",F,5,"","Reports items marked as non-inventory.","","RWL",12/5/2012
"Non-inventory Item Sales (inadvertant)","Sales Reports",T,"ORDERSEL.SPR","SELECT * ;||  FROM <<Report Title: Title Sales by Discount|<<Select_str>>>> ;||  WHERE !inventory ;||    AND upper(title_id) IN (select upper(title.title_id) from title where inventory) ;||  INTO CURSOR NonInvItems||","ITEMSALE.FRX",F,5,"","Reports items marked as non-inventory whose title record indicates that the items it maintained in inventory.","Used to troubleshoot issues with inventory.","RWL",12/5/2012
"Available Inventory Status by Location","Inventory Reports",T,"TITLESEL.SPR","SELECT title.title_id, ;||	title.title, ;||	title.isbn, ;||	title.supplierno, ;||	title.ret_price, ;||	title.OutOfPrint, ;||	0000000.00 + get_titlcost(title.title_id, title.consignmnt, title.ret_price) AS Cost, ;||  	inv_tran.transactno, ;||  	inv_tran.t","INVSTATUS.FRX",F,4,"","Reports the count of selected titles that are in an "available" inventory state.","","RWL",12/21/2012
"Order Receipts","Report Receivables",T,"ORDERSEL.SPR","SELECT receipt.receipt_no, ;||	get_name(receipt.customerno, 40) AS customer, ;||	receipt.recpt_date, ;||	receipt.amount, ;||	ordercpt.order_key, ;||	ordercpt.ordertotal, ;||	ordercpt.order_paid, ;||	ordercpt.surcharges, ;||	ordercpt.srchg_paid, ;||	order","ORDERCPTS.FRX",F,4,"","Presents the funds that have been applied to selected orders.","","RWL",2/8/2013
"Order Receipts (Problem)","Report Receivables",T,"","SELECT receipt.receipt_no, ;||	get_name(receipt.customerno, 40) AS customer, ;||	receipt.recpt_date, ;||	receipt.amount, ;||	ordercpt.order_key, ;||	ordercpt.ordertotal, ;||	ordercpt.order_paid, ;||	ordercpt.surcharges, ;||	ordercpt.srchg_paid, ;||	order","ORDERCPTS.FRX",F,4,"","Presents the funds that have been applied to selected orders.","","RWL",2/8/2013
"Receipts (wrong customer)","Report Receivables",F,"","SELECT receipt.receipt_no, ;||	get_name(receipt.customerno, 40) AS customer, ;||	receipt.recpt_date, ;||	receipt.amount, ;||	orders.order_key, ;||	ordercpt.ordertotal, ;||	ordercpt.order_paid, ;||	ordercpt.surcharges, ;||	ordercpt.srchg_paid, ;||	ordercp","ORDERCPTS.FRX",F,4,"","Presents the funds that have been applied to selected orders.","","RWL",2/27/2013
"Blank Receipts with Paid Items","Report Receivables",F,"ORDERSEL.SPR","SELECT receipt.receipt_no, ;||	get_name(receipt.customerno, 40) AS customer, ;||	receipt.recpt_date, ;||	receipt.amount, ;||	ordercpt.order_key, ;||	ordercpt.ordertotal, ;||	ordercpt.order_paid, ;||	ordercpt.surcharges, ;||	ordercpt.srchg_paid, ;||	order","ORDERCPTS.FRX",F,4,"","Presents the funds that have been applied to selected orders.","","RWL",2/27/2013
"Author Royalty Summary 4","Report Payables",T,"AUTHORSE.SPR","SELECT ;||        UPPER(ALLTRIM(contact.company)) + ;||        	UPPER(ALLTRIM(contact.last_name)) + ;||        	UPPER(ALLTRIM(contact.first_name)) AS Sort3, ;||        UPPER(LEFT(title.title, 50)) AS Sort4, ;||        title.title_id, ;||        title.tit","AUTHORSALES.FRX",T,4,"royalty","Same as "Author Royalty Summary", but includes accounts where no royalty is due.","This report shows all authors and titles--not just where royalties are due.||||This report has been derived from the Title Sales reports to help ensure greater consistency between those reports and royalty reporting.","RWL",1/15/2016
"Title Sales by Liability","Report Payables",T,"TITLESEL.SPR","SELECT ;||        UPPER(LEFT(ordritem.title, 50)) AS Sort1, ;||        ordritem.title_id AS Sort2, ;||        1-(orders.discount+ordritem.discount)/100 AS rate, ;||        IIF(EMPTY(title.isbn), title.isbn13, title.isbn) AS ISBN, ;||        ordritem.quan","TITLESALESBYDISCOUNT.FRX",T,5,"","Reports the liabilities for selected titles with their associated sales information.  This report may become the basis for most other payables reports.","This report was copied from Title Sales by Discount.  It will be used to collect sales that are associated with liability transactions in the ledger.  The main reason that the original Title Sales by Discount report can't be used is because the date rang","RWL",2/8/2011
"Author Royalty Summary 3","Report Payables",F,"AUTHORSE.SPR","	SELECT ;||		  	contact.last_name, ;||			contact.first_name, ;||			contact.company, ;||			ryltyspc.author_no, ;||			title.title_id, ;||			title.title, ;||			title.ret_price, ;||			ryltyspc.spec_no, ;||			ryltyspc.threshold, ;||			ryltyspc.discount, ;||		","ROYALTY.FRX",T,4,"royalty","Same as "Author Royalty Summary", but includes accounts where no royalty is due.","This report shows all authors and titles--not just where royalties are due.||When it was found that Author Royalty Summary 2 does NOT include accounts with a zero or credit balance, this version was attempted.  It fails, however, with a message, "Not eno","RWL",4/4/2013
"Shipment Labels","Shipment",T,"ORDERSELV5.SCX","SELECT shipment.*, ;||	ALLTRIM(STR(orders.order_no)) + "-" + ALLTRIM(STR(orders.invoice_no)) AS InvoiceStr, ;||	orders.invoice_no, ;||	orders.cust_po_no, ;||	orders.courier, ;||	"420" + ALLTRIM(shpto.zip_code) AS PostalCode, ;||	PADR(paBarCode(IIF(EMPTY(","CARTONLABEL2.FRX",F,0,"","","Note that the supplier address was dropped from the query.  The ADDR_STR() function can not distinguish the supplier fields from the ship to address fields.  Moving the supplier address function to the report form.","***",5/31/2011
"Shipment Labels Test","Print Batch",F,"","SELECT shipment.*, ;||	ALLTRIM(STR(orders.order_no)) + "-" + ALLTRIM(STR(orders.invoice_no)) AS InvoiceStr, ;||	orders.order_no, ;||	orders.invoice_no, ;||	orders.batch_no, ;||	orders.cust_po_no, ;||	orders.courier, ;||	"420" + ALLTRIM(shpto.zip_code) AS","CARTONLABEL2.FRX",F,0,"","","This query is close to the Shipment Labels report but drops the bar code fields so it can be executed for testing in PubAssist.||||	AND orders.batch_no = getbatchno() ;||","RWL",3/23/2012
"Directory of Companies","Marketing Reports",F,"CNTCTSEL.SPR","SELECT ;||	PADR(LEFT(UPPER(company), 3), 3) AS alpha, ;||	UPPER(ALLTRIM(company)) + [ ] + UPPER(ALLTRIM(last_name)) AS sort1, ;||	contact_no, ;||	first_name, ;||	last_name, ;||	company, ;||	po_addr, ;||	city, ;||	state_abbr, ;||	zip_code, ;||	country, ;|","DIRECTRY.FRX",F,3,"","Generates a list of selected contacts sorted by company and contact name.","Generates the mailing list in report form.  Contacts are listed alphabetically by company then last name.","RWL",4/2/2014
"Test TSBD","Sales Reports",F,"ORDERSEL.SPR","SELECT ;||        UPPER(LEFT(ordritem.title, 50)) AS Sort1, ;||        ordritem.title_id AS Sort2, ;||        1-(orders.discount+ordritem.discount)/100 AS rate, ;||        ordritem.quantity AS order_qty, ;||        ordritem.quantity * (ordritem.price - o","TITLESALESBYDISCOUNT.FRX",T,5,"","Reports the total sales for selected titles organized by discount.  This report is the basis for most other sales reports.","For testing purposes only.","RWL",9/29/2014
"Received from Multi-Publisher Supplier","Inventory Reports",F,"PAYABLES.SPR","SELECT ;||    UPPER(STRTRAN(getbusaddr(orders.supplierno, 50), CHR(13)+CHR(10), " ")) AS sort1, ;||    UPPER(STRTRAN(getbusaddr(title.supplierno, 50), CHR(13)+CHR(10), " ")) AS sort2, ;||    title.isbn, ;||	title.isbn13, ;||	orders.supplierno, ;||	title.","RECEIVING.FRX",T,5,"","Prints the currently displayed purchase order.","","RWL",10/6/2014
"Unapplied Funds History","Print Receipt",T,"DATE_SEL.SPR","SELECT ;||	receipt.customerno AS account_no, ;||	receipt.recpt_date AS Trans_date, ;||	receipt.receipt_no, ;||	ldgrtran.order_key, ;||	orders.order_no, ;||	orders.invoice_no, ;||	orders.cust_po_no, ;||	IIF(ISNULL(ldgrtran.transactno), 0, ldgrtran.transac","UNAPHIST.FRX",F,0,"","This report captures the contributors to unapplied funds for receipts and returns.","","RWL",5/1/2015
"UCS Invoice","Print Invoice",F,"","SELECT PADR(UPPER(ordritem.title), 70) AS title2, ;||	orders.*, ;||	ordritem.*, ;||	title.isbn, ;||	title.isbn13, ;||	orders.order_date AS reportdate ;|| FROM orders ;||   LEFT JOIN ordritem ON ordritem.order_key = orders.order_key ;||   LEFT JOIN title","UCS_INVOICE.FRX",F,5,"balance, balance30, balance60, balance90, balance120","Generates an invoice for the currently displayed customer invoice.","This reports generates an individual invoice for the currently displayed customer order from the CUSTORDR screen.","RWL",1/16/2016
